road,id,model_type,condition,name,lat,lon,length
R280,6048,link,,LRP017b,24.920694,91.708056,60.0
R280,6049,link,,LRP018,24.920999,91.707556,1000.0
R280,6050,link,,LRP019,24.926944,91.70025,955.0
R280,6051,link,,LRP020,24.927777,91.691111,349.0
R280,6052,bridge,C,LRP020a,24.928166,91.688333,94.5
R280,6053,link,,LRP020b,24.928833,91.687583,505.0
R280,6054,link,,LRP020c,24.930083,91.682888,20.0
R280,6055,link,,LRP020d,24.930166,91.682722,20.0
R280,6056,link,,LRP021,24.930194,91.682472,1005.0
R280,6057,link,,LRP022,24.933305,91.673138,1000.0
R280,6058,link,,LRP023,24.935861,91.663611,976.0
R280,6059,bridge,B,LRP023a,24.938,91.654333,26.5
R280,6060,link,,LRP023b,24.938027,91.654028,785.0
R280,6061,bridge,B,LRP024a,24.93975,91.646555,38.1
R280,6062,link,,LRP024b,24.939833,91.646166,177.0
R280,6063,link,,LRP025,24.940222,91.644444,1000.0
R280,6064,link,,LRP026,24.94075,91.634611,1000.0
R280,6065,link,,LRP027,24.940972,91.624555,970.0
R280,6066,link,,LRP028,24.941777,91.615056,5.0
R280,6067,bridge,B,LRP028a,24.941777,91.615,75.4
R280,6068,link,,LRP028b,24.941777,91.614194,919.0
R280,6069,link,,LRP029,24.94375,91.605417,293.0
R280,6070,bridge,B,LRP029a,24.944305,91.602639,59.4
R280,6071,sink,,LRP029b,24.944472,91.602028,
R281,6072,source,,LRPS,24.517944,91.860056,313.0
R281,6073,bridge,A,LRPSa,24.517694,91.863056,10.9
R281,6074,link,,LRP001,24.517666,91.863306,61.0
R281,6075,bridge,A,LRP001a,24.517638,91.863861,18.7
R281,6076,link,,LRP001b,24.517527,91.866389,685.0
R281,6077,link,,LRP002,24.517777,91.873166,672.0
R281,6078,bridge,A,LRP002a,24.51811,91.879694,12.25
R281,6079,link,,LRP003,24.516749,91.882055,455.0
R281,6080,bridge,A,LRP003a,24.516556,91.886389,4.3
R281,6081,link,,LRP004,24.516694,91.891833,910.0
R281,6082,bridge,A,LRP004a,24.520027,91.893333,4.4
R281,6083,link,,LRP005,24.520055,91.899833,56470.0
R281,6084,bridge,A,LRP061d,24.78725,92.172472,1.0
R281,6085,link,,LRP062,24.787833,92.172277,246.0
R281,6086,bridge,A,LRP062a,24.789944,92.171888,1.0
R281,6087,bridge,C,LRP062b,24.788972,92.171472,1.5
R281,6088,link,,LRP063,24.795972,92.169194,985.0
R281,6089,link,,LRP064,24.801056,92.162111,957.0
R281,6090,bridge,A,LRP064a,24.807167,92.156944,1.0
R281,6091,link,,LRP065,24.807556,92.156306,183.0
R281,6092,bridge,C,LRP065a,24.809111,92.155972,3.0
R281,6093,bridge,A,LRP065b,24.811028,92.156,1.5
R281,6094,bridge,A,LRP065c,24.815722,92.156944,1.0
R281,6095,link,,LRP066,24.816,92.156889,595.0
R281,6096,bridge,A,LRP066a,24.817166,92.156917,1.5
R281,6097,link,,LRP066b,24.821305,92.159528,345.0
R281,6098,link,,LRP066c,24.829499,92.165167,5.0
R281,6099,link,,LRP067,24.832388,92.165139,178.0
R281,6100,bridge,A,LRP067a,24.825833,92.160167,1.5
R281,6101,link,,LRP067b,24.828527,92.161778,240.0
R281,6102,link,,LRP067c,24.830388,92.16225,68.0
R281,6103,bridge,C,LRP067d,24.830833,92.162111,6.3
R281,6104,bridge,A,LRP067e,24.831722,92.161667,1.0
R281,6105,link,,LRP068,24.83236,92.161611,86.0
R281,6106,bridge,A,LRP068a,24.83311,92.161361,1.5
R281,6107,link,,LRP068b,24.839916,92.160528,136.0
R281,6108,link,,LRP069,24.841194,92.159833,203.0
R281,6109,bridge,A,LRP069a,24.842944,92.160306,66.6
R281,6110,link,,LRP069b,24.843416,92.160444,259.0
R281,6111,bridge,A,LRP069c,24.84575,92.160472,1.0
R281,6112,link,,LRP069d,24.847027,92.160611,37.0
R281,6113,link,,LRP069e,24.847305,92.160778,293.0
R281,6114,link,,LRP070,24.84925,92.162611,89.0
R281,6115,bridge,B,LRP070a,24.849416,92.163472,2.0
R281,6116,link,,LRP071,24.853472,92.17236,25.0
R281,6117,bridge,A,LRP071a,24.853556,92.172555,26.1
R281,6118,link,,LRP071b,24.852917,92.170999,840.0
R281,6119,link,,LRP072,24.852944,92.171027,695.0
R281,6120,bridge,A,LRP072a,24.856444,92.185416,16.9
R281,6121,link,,LRP072b,24.856472,92.185555,436.0
R281,6122,link,,LRP073,24.859861,92.186972,216.0
R281,6123,bridge,A,LRP073a,24.861778,92.187111,3.0
R281,6124,link,,LRP074,24.868722,92.188472,211.0
R281,6125,bridge,B,LRP074a,24.870416,92.189333,24.6
R281,6126,link,,LRP074b,24.87061,92.189472,702.0
R281,6127,bridge,C,LRP074c,24.875694,92.193639,16.25
R281,6128,link,,LRP075,24.876222,92.194027,698.0
R281,6129,bridge,A,LRP075a,24.881666,92.197361,1.5
R281,6130,link,,LRP075b,24.881833,92.198333,120.0
R281,6131,link,,LRP076,24.880722,92.198972,37.0
R281,6132,bridge,A,LRP076a,24.880555,92.199111,3.1
R281,6133,bridge,A,LRP076b,24.880356,92.204738,2.94
R281,6134,bridge,B,LRP076c,24.880277,92.206972,14.5
R281,6135,link,,LRP076d,24.880277,92.207111,101.0
R281,6136,link,,LRP076e,24.880583,92.208056,10.0
R281,6137,link,,LRP077,24.880694,92.208083,25.0
R281,6138,link,,LRP077a,24.880916,92.208083,291.0
R281,6139,bridge,A,LRP077b,24.8835,92.207972,4.6
R281,6140,bridge,C,LRP077c,24.885472,92.207861,224.5
R281,6141,link,,LRP078,24.888527,92.205139,540.0
R281,6142,bridge,A,LRP078a,24.890944,92.200583,4.6
R281,6143,link,,LRP079,24.893166,92.196583,148.0
R281,6144,bridge,A,LRP079a,24.893972,92.195416,6.1
R281,6145,bridge,A,LRP079b,24.895916,92.189833,4.6
R281,6146,link,,LRP080,24.895194,92.187972,1000.0
R281,6147,link,,LRP081,24.896777,92.178944,385.0
R281,6148,link,,LRP081a,24.897527,92.175333,155.0
R281,6149,link,,LRP081b,24.897722,92.173805,275.0
R281,6150,link,,LRP082,24.897889,92.17111,448.0
R281,6151,link,,LRP082a,24.898194,92.166694,328.0
R281,6152,link,,LRP082b,24.898416,92.1635,224.0
R281,6153,link,,LRP083,24.898972,92.161333,960.0
R281,6154,link,,LRP083a,24.901667,92.152306,40.0
R281,6155,link,,LRP084,24.901747,92.151779,291.0
R281,6156,sink,,LRPE,24.902333,92.147944,
R283,6157,source,,LRPS,24.860778,91.846166,35.0
R283,6158,link,,LRP001,24.860944,91.846111,301.0
R283,6159,link,,LRP001a,24.863778,91.845527,467.0
R283,6160,link,,LRP001b,24.867499,91.844527,232.0
R283,6161,link,,LRP002,24.869749,91.843055,390.0
R283,6162,link,,LRP002a,24.871805,91.841055,560.0
R283,6163,link,,LRP003,24.875555,91.837444,321.0
R283,6164,link,,LRP003a,24.877277,91.834972,212.0
R283,6165,link,,LRP003b,24.87811,91.833083,474.0
R283,6166,link,,LRP003c,24.878249,91.833055,3.0
R283,6167,link,,LRP004,24.882027,91.83136,21.0
R283,6168,link,,LRP004a,24.882194,91.831333,438.0
R283,6169,link,,LRP004b,24.885916,91.830555,30.0
R283,6170,link,,LRP004c,24.886139,91.830444,521.0
R283,6171,link,,LRP005,24.890583,91.82861,8.0
R283,6172,link,,LRP005a,24.890611,91.828583,1012.0
R283,6173,link,,LRP006,24.89925,91.825194,206.0
R283,6174,link,,LRP006a,24.900972,91.82486,794.0
R283,6175,link,,LRP007,24.907833,91.822916,98.0
R283,6176,link,,LRP007a,24.908667,91.823138,268.0
R283,6177,link,,LRP007b,24.910944,91.823972,234.0
R283,6178,sink,,LRPE,24.912917,91.824666,
R301,6179,source,,LRPS,23.892777,90.402028,469.0
R301,6180,link,,LRPSa,23.895139,90.405639,531.0
R301,6181,link,,LRP001,23.897472,90.409139,48.0
R301,6182,link,,LRP001a,23.897889,90.409167,984.0
R301,6183,link,,LRP002,23.904528,90.415083,1000.0
R301,6184,link,,LRP003,23.911528,90.421138,275.0
R301,6185,link,,LRP003a,23.913583,90.422388,287.0
R301,6186,link,,LRP003b,23.914972,90.424638,58.0
R301,6187,bridge,B,LRP003c,23.915167,90.425138,36.8
R301,6188,link,,LRP004,23.916944,90.428444,1016.0
R301,6189,link,,LRP005,23.92286,90.435611,1000.0
R301,6190,link,,LRP006,23.926527,90.444777,898.0
R301,6191,link,,LRP006a,23.930027,90.452583,102.0
R301,6192,link,,LRP007,23.930222,90.453417,1000.0
R301,6193,link,,LRP008,23.932805,90.462639,767.0
R301,6194,link,,LRP008a,23.934889,90.469722,233.0
R301,6195,link,,LRP009,23.935361,90.471999,1000.0
R301,6196,link,,LRP010,23.936222,90.481888,798.0
R301,6197,link,,LRP010a,23.934833,90.489472,102.0
R301,6198,bridge,B,LRP010b,23.934555,90.490416,82.18
R301,6199,link,,LRP011,23.93425,90.491166,336.0
R301,6200,link,,LRP011a,23.933722,90.494333,664.0
R301,6201,link,,LRP012,23.936,90.500333,453.0
R301,6202,bridge,A,LRP012a,23.936889,90.504611,13.0
R301,6203,link,,LRP012b,23.936861,90.50475,532.0
R301,6204,link,,LRP013,23.93575,90.509722,343.0
R301,6205,bridge,D,LRP013a,23.934805,90.512917,30.0
R301,6206,link,,LRP013b,23.934639,90.513194,640.0
R301,6207,link,,LRP014,23.933055,90.519222,155.0
R301,6208,link,,LRP014a,23.932305,90.520444,864.0
R301,6209,link,,LRP014b,23.928888,90.527888,22.0
R301,6210,link,,LRP015,23.928833,90.528055,464.0
R301,6211,bridge,A,LRP015a,23.927805,90.532444,4.6
R301,6212,link,,LRP016,23.926999,90.537639,550.0
R301,6213,link,,LRP016a,23.927166,90.543055,230.0
R301,6214,bridge,A,LRP016b,23.927277,90.545277,35.1
R301,6215,link,,LRP016c,23.927277,90.545639,175.0
R301,6216,link,,LRP017,23.927305,90.547305,60.0
R301,6217,bridge,C,LRP017a,23.927333,90.547889,1.5
R301,6218,link,,LRP017b,23.92736,90.548777,891.0
R301,6219,link,,LRP018,23.926055,90.556806,82.0
R301,6220,link,,LRP018a,23.925805,90.557528,609.0
R301,6221,link,,LRP018b,23.928222,90.562694,309.0
R301,6222,link,,LRP019,23.928286,90.566492,360.0
R301,6223,link,,LRP019a,23.92836,90.570916,640.0
R301,6224,link,,LRP020,23.92836,90.575499,1012.0
R301,6225,link,,LRP021,23.928694,90.585389,613.0
R301,6226,link,,LRP021a,23.93111,90.59075,390.0
R301,6227,link,,LRP022,23.932749,90.594139,428.0
R301,6228,link,,LRP022a,23.934555,90.597833,572.0
R301,6229,link,,LRP023,23.937024,90.603246,831.0
R301,6230,link,,LRP023a,23.940611,90.611111,169.0
R301,6231,link,,LRP024,23.940639,90.611778,238.0
R301,6232,link,,LRP024a,23.940444,90.614028,539.0
R301,6233,link,,LRP024b,23.939472,90.619166,223.0
R301,6234,link,,LRP025,23.939111,90.621249,22.0
R301,6235,link,,LRP025a,23.939083,90.621444,978.0
R301,6236,link,,LRP026,23.938055,90.630916,636.0
R301,6237,bridge,A,LRP026a,23.936889,90.637,3.0
R301,6238,link,,LRP026b,23.93675,90.637361,326.0
R301,6239,link,,LRP027,23.934694,90.639527,247.0
R301,6240,bridge,A,LRP027a,23.93286,90.640889,6.2
R301,6241,link,,LRP027b,23.927305,90.644861,8.0
R301,6242,link,,LRP028,23.927194,90.644916,931.0
R301,6243,link,,LRP029,23.920166,90.649777,16.0
R301,6244,bridge,A,LRP029a,23.920055,90.649861,12.6
R301,6245,link,,LRP029b,23.919944,90.649944,404.0
R301,6246,bridge,A,LRP029c,23.917666,90.652806,3.0
R301,6247,bridge,A,LRP029d,23.91575,90.656972,3.0
R301,6248,link,,LRP030,23.915222,90.658139,335.0
R301,6249,bridge,A,LRP030a,23.913917,90.661,1.5
R301,6250,link,,LRP031,23.910667,90.666,25.0
R301,6251,bridge,A,LRP031a,23.910583,90.666028,3.2
R301,6252,link,,LRP031b,23.909306,90.666333,739.0
R301,6253,bridge,A,LRP031c,23.903472,90.664611,3.0
R301,6254,link,,LRP032,23.901917,90.664278,917.0
R301,6255,sink,,LRPE,23.893555,90.664583,
R302,6256,source,,LRPS,23.925805,90.557528,140.0
R302,6257,bridge,A,LRPSa,23.925277,90.558722,2.0
R302,6258,link,,LRP001,23.920777,90.565444,610.0
R302,6259,link,,LRP001a,23.923249,90.570499,390.0
R302,6260,link,,LRP002,23.924194,90.574138,1000.0
R302,6261,link,,LRP003,23.923416,90.583722,550.0
R302,6262,link,,LRP003a,23.924027,90.589139,450.0
R302,6263,link,,LRP004,23.92436,90.593333,1000.0
R302,6264,link,,LRP005,23.927416,90.602222,843.0
R302,6265,link,,LRP006,23.932722,90.608056,1000.0
R302,6266,link,,LRP007,23.939944,90.613861,93.0
R302,6267,link,,LRP007a,23.940472,90.614083,539.0
R302,6268,sink,,LRPE,23.941361,90.6155,
R303,6269,source,,LRPS,23.894305,90.400833,1000.0
R303,6270,link,,LRP001,23.89225,90.391361,219.0
R303,6271,bridge,C,LRP001a,23.891944,90.390305,109.7
R303,6272,link,,LRP001b,23.891583,90.389305,73.0
R303,6273,sink,,LRPE,23.891333,90.388639,
R310,6274,source,,LRP008,24.026277,90.477305,598.0
R310,6275,link,,LRP008a,24.027777,90.482999,106.0
R310,6276,link,,LRP008b,24.02811,90.483972,296.0
R310,6277,link,,LRP009,24.02911,90.486611,712.0
R310,6278,link,,LRP009a,24.03161,90.492944,77.0
R310,6279,link,,LRP009b,24.031888,90.493639,211.0
R310,6280,link,,LRP010,24.032694,90.495527,323.0
R310,6281,link,,LRP010a,24.033694,90.498361,69.0
R310,6282,link,,LRP010b,24.033861,90.499,558.0
R310,6283,link,,LRP010c,24.034389,90.504361,50.0
R310,6284,link,,LRP011,24.034416,90.504833,424.0
R310,6285,link,,LRP011a,24.034916,90.508889,41.0
R310,6286,link,,LRP011b,24.034916,90.50975,354.0
R310,6287,link,,LRP011c,24.034555,90.513222,181.0
R310,6288,link,,LRP012,24.034139,90.514778,219.0
R310,6289,link,,LRP012a,24.033694,90.516999,422.0
R310,6290,link,,LRP012b,24.033222,90.521166,259.0
R310,6291,link,,LRP012c,24.032749,90.52361,100.0
R310,6292,link,,LRP013,24.032666,90.524555,740.0
R310,6293,link,,LRP013a,24.032444,90.531833,260.0
R310,6294,link,,LRP014,24.032444,90.534277,8.0
R310,6295,link,,LRP014a,24.032472,90.534444,537.0
R310,6296,link,,LRP014b,24.032527,90.539666,313.0
R310,6297,link,,LRP014c,24.032749,90.54275,30.0
R310,6298,link,,LRP014d,24.032749,90.543055,112.0
R310,6299,link,,LRP015,24.032694,90.544111,414.0
R310,6300,link,,LRP015a,24.033305,90.548139,192.0
R310,6301,link,,LRP015b,24.033416,90.549972,394.0
R310,6302,link,,LRP016,24.032194,90.55375,423.0
R310,6303,link,,LRP016a,24.03086,90.557528,577.0
R310,6304,link,,LRP017,24.02936,90.563028,185.0
R310,6305,link,,LRP017a,24.028888,90.56475,290.0
R310,6306,link,,LRP017b,24.028222,90.567666,214.0
R310,6307,link,,LRP017c,24.027499,90.569555,311.0
R310,6308,link,,LRP018,24.026388,90.572416,115.0
R310,6309,link,,LRP018a,24.026027,90.573472,150.0
R310,6310,link,,LRP018b,24.025499,90.57486,735.0
R310,6311,link,,LRP019,24.023749,90.581749,20.0
R310,6312,link,,LRP019a,24.023666,90.58186,555.0
R310,6313,link,,LRP019b,24.024333,90.587361,425.0
R310,6314,link,,LRP020,24.02486,90.591722,219.0
R310,6315,link,,LRP020a,24.024777,90.593639,7782.0
R310,6316,link,,LRP028a,24.016833,90.664306,1.0
R310,6317,link,,LRP028b,24.016833,90.664333,299.0
R310,6318,link,,LRP028c,24.014472,90.665306,699.0
R310,6319,link,,LRP029,24.009583,90.668944,1152.0
R310,6320,link,,LRP030,24.004972,90.673888,566.0
R310,6321,link,,LRP030a,24.003611,90.674944,4.0
R310,6322,link,,LRP030b,23.999444,90.67811,617.0
R310,6323,link,,LRP031,23.995222,90.680694,691.0
R310,6324,link,,LRP031a,23.990694,90.685861,120.0
R310,6325,link,,LRP031b,23.989944,90.686666,10.0
R310,6326,link,,LRP032,23.989833,90.686777,340.0
R310,6327,link,,LRP032a,23.987611,90.689027,300.0
R310,6328,link,,LRP032b,23.986416,90.691583,60.0
R310,6329,link,,LRP032c,23.986305,90.692194,140.0
R310,6330,link,,LRP032d,23.986083,90.693472,170.0
R310,6331,link,,LRP033,23.98575,90.695111,30.0
R310,6332,link,,LRP033a,23.985694,90.695389,270.0
R310,6333,link,,LRP033b,23.985111,90.698472,260.0
R310,6334,link,,LRP033c,23.984694,90.700361,275.0
R310,6335,link,,LRP033d,23.984389,90.703139,22.0
R310,6336,link,,LRP033e,23.984416,90.703444,143.0
R310,6337,link,,LRP034,23.984194,90.704778,510.0
R310,6338,link,,LRP034a,23.98261,90.709694,358.0
R310,6339,link,,LRP035,23.982527,90.712694,76.0
R310,6340,link,,LRP035a,23.982527,90.713444,122.0
R310,6341,link,,LRP035b,23.982499,90.714611,208.0
R310,6342,link,,LRP035c,23.982388,90.716611,526.0
R310,6343,link,,LRP035d,23.981555,90.721666,370.0
R310,6344,link,,LRP036,23.981027,90.723555,200.0
R310,6345,link,,LRP036a,23.980777,90.726499,150.0
R310,6346,link,,LRP036b,23.98061,90.726472,10.0
R310,6347,link,,LRP036c,23.980333,90.728499,190.0
R310,6348,link,,LRP036d,23.980249,90.730222,310.0
R310,6349,sink,,LRPE,23.980249,90.733277,
R312,6350,source,,LRP015,24.114056,90.538861,172.0
R312,6351,bridge,B,LRP015a,24.113861,90.53775,15.6
R312,6352,link,,LRP015b,24.113833,90.540666,809.0
R312,6353,link,,LRP016,24.112528,90.548472,1004.0
R312,6354,link,,LRP017,24.113861,90.557611,180.0
R312,6355,link,,LRP017a,24.114075,90.559349,148.0
R312,6356,link,,LRP017b,24.11425,90.560778,149.0
R312,6357,link,,LRP017c,24.115028,90.561917,7.0
R312,6358,link,,LRP017d,24.115083,90.562,34.0
R312,6359,link,,LRP017e,24.11525,90.562222,397.0
R312,6360,link,,LRP017f,24.117499,90.56525,101.0
R312,6361,link,,LRP018,24.118055,90.566,398.0
R312,6362,link,,LRP018a,24.120416,90.568916,601.0
R312,6363,link,,LRP019,24.125638,90.569388,715.0
R312,6364,link,,LRP019a,24.131138,90.572944,37.0
R312,6365,link,,LRP019b,24.131444,90.57311,260.0
R312,6366,link,,LRP020,24.133444,90.574388,1006.0
R312,6367,link,,LRP021,24.140944,90.578694,370.0
R312,6368,link,,LRP021a,24.143444,90.58111,20.0
R312,6369,bridge,C,LRP021b,24.1435,90.581277,11.05
R312,6370,link,,LRP021c,24.146861,90.58311,112.0
R312,6371,link,,LRP021d,24.147666,90.583361,47.0
R312,6372,link,,LRP021e,24.148166,90.583444,10.0
R312,6373,link,,LRP022,24.14825,90.583555,1009.0
R312,6374,sink,,LRP023,24.157028,90.585389,
R313,6375,source,,LRP022,24.128083,90.554194,203.0
R313,6376,link,,LRP022a,24.126416,90.554917,7.0
R313,6377,link,,LRP022b,24.12636,90.554944,687.0
R313,6378,link,,LRP023,24.120722,90.557528,443.0
R313,6379,link,,LRP023a,24.11736,90.559806,431.0
R313,6380,link,,LRP024,24.114444,90.562444,128.0
R313,6381,link,,LRP024a,24.11425,90.561139,171.0
R313,6382,bridge,C,LRP024b,24.115278,90.56225,4.55
R313,6383,link,,LRP024c,24.117499,90.565222,100.0
R313,6384,link,,LRP025,24.118083,90.565972,411.0
R313,6385,link,,LRP025a,24.120416,90.568944,589.0
R313,6386,link,,LRP026,24.122583,90.574166,958.0
R313,6387,link,,LRP026a,24.12786,90.581194,42.0
R313,6388,link,,LRP027,24.128083,90.581416,422.0
R313,6389,link,,LRP028,24.129305,90.58525,299.0
R313,6390,link,,LRP028a,24.130138,90.587944,19.0
R313,6391,link,,LRP028b,24.130222,90.588111,192.0
R313,6392,link,,LRP028c,24.131305,90.589666,27.0
R313,6393,link,,LRP028d,24.131305,90.589833,463.0
R313,6394,link,,LRP029,24.131499,90.594416,961.0
R313,6395,link,,LRP030,24.13775,90.599833,81.0
R313,6396,link,,LRP030a,24.138444,90.600139,23.0
R313,6397,link,,LRP030b,24.138611,90.600222,691.0
R313,6398,link,,LRP030c,24.142389,90.605528,37.0
R313,6399,link,,LRP030d,24.1425,90.605861,168.0
R313,6400,link,,LRP031,24.142583,90.607056,1000.0
R313,6401,link,,LRP032,24.136139,90.613611,206.0
R313,6402,link,,LRP032a,24.13475,90.614944,794.0
R313,6403,link,,LRP033,24.129138,90.618999,971.0
R313,6404,link,,LRP034,24.12061,90.620333,992.0
R313,6405,link,,LRP035,24.111889,90.61986,642.0
R313,6406,link,,LRP035a,24.111528,90.626027,34.0
R313,6407,link,,LRP035b,24.111444,90.62636,302.0
R313,6408,link,,LRP035c,24.110667,90.629166,13.0
R313,6409,link,,LRP035d,24.110667,90.629277,9.0
R313,6410,link,,LRP036,24.110611,90.629388,435.0
R313,6411,link,,LRP036a,24.109472,90.633472,574.0
R313,6412,link,,LRP037,24.108056,90.638861,672.0
R313,6413,link,,LRP038,24.109,90.644472,587.0
R313,6414,link,,LRP038a,24.111444,90.649333,11.0
R313,6415,link,,LRP038b,24.11146,90.649439,387.0
R313,6416,link,,LRP039,24.112,90.653167,10.0
R313,6417,link,,LRP039a,24.112028,90.65325,312.0
R313,6418,link,,LRP040,24.113194,90.656028,336.0
R313,6419,link,,LRP040a,24.114222,90.659111,437.0
R313,6420,link,,LRP040b,24.115889,90.662861,156.0
R313,6421,link,,LRP040c,24.116111,90.664389,38.0
R313,6422,link,,LRP041,24.116167,90.664722,293.0
R313,6423,link,,LRP041a,24.11625,90.66761,306.0
R313,6424,link,,LRP041b,24.1165,90.670583,263.0
R313,6425,link,,LRP041c,24.116944,90.673277,177.0
R313,6426,link,,LRP042,24.117444,90.674749,258.0
R313,6427,link,,LRP042a,24.116389,90.676305,145.0
R313,6428,link,,LRP042b,24.116528,90.677666,107.0
R313,6429,link,,LRP042c,24.116444,90.678694,233.0
R313,6430,link,,LRP042d,24.116833,90.68086,257.0
R313,6431,link,,LRP043,24.116805,90.683194,1000.0
R313,6432,link,,LRP044,24.117249,90.690555,269.0
R313,6433,link,,LRP044a,24.116167,90.692777,47.0
R313,6434,link,,LRP044b,24.115889,90.693027,684.0
R313,6435,link,,LRP045,24.116306,90.698861,128.0
R313,6436,link,,LRP045a,24.116805,90.699861,186.0
R313,6437,sink,,LRPE,24.117249,90.701583,
R360,6438,source,,LRP085,24.261917,90.790611,144.0
R360,6439,bridge,A,LRP085a,24.260833,90.791416,4.6
R360,6440,link,,LRP086,24.253917,90.794583,282.0
R360,6441,link,,LRP086a,24.252333,90.796722,687.0
R360,6442,link,,LRP087,24.24875,90.802167,1017.0
R360,6443,link,,LRP088,24.245833,90.811417,1030.0
R360,6444,link,,LRP089,24.242305,90.820777,641.0
R360,6445,link,,LRP089a,24.238666,90.825583,329.0
R360,6446,link,,LRP090,24.236916,90.828166,1001.0
R360,6447,link,,LRP091,24.230472,90.835083,1000.0
R360,6448,link,,LRP092,24.224305,90.842222,990.0
R360,6449,link,,LRP093,24.21736,90.848305,1002.0
R360,6450,link,,LRP094,24.210278,90.854444,1011.0
R360,6451,link,,LRP095,24.202278,90.862444,1024.0
R360,6452,link,,LRP096,24.197777,90.868527,975.0
R360,6453,link,,LRP097,24.190027,90.873027,229.0
R360,6454,bridge,B,LRP097a,24.188139,90.87386,4.6
R360,6455,link,,LRP097b,24.184222,90.875749,301.0
R360,6456,link,,LRP098,24.181722,90.876888,1014.0
R360,6457,link,,LRP099,24.173444,90.880833,995.0
R360,6458,link,,LRP100,24.167305,90.887944,128.0
R360,6459,bridge,B,LRP100a,24.166556,90.888861,3.0
R360,6460,link,,LRP101,24.160944,90.894639,79.0
R360,6461,bridge,A,LRP101a,24.160389,90.895166,3.0
R360,6462,link,,LRP101b,24.159778,90.89575,763.0
R360,6463,bridge,A,LRP101c,24.1545,90.9005,3.0
R360,6464,link,,LRP102,24.153917,90.900972,1037.0
R360,6465,link,,LRP103,24.146527,90.907139,129.0
R360,6466,bridge,B,LRP103a,24.145583,90.90775,41.6
R360,6467,bridge,B,LRP103b,24.14525,90.907972,43.45
R360,6468,link,,LRP104,24.138861,90.911806,653.0
R360,6469,bridge,A,LRP104a,24.133055,90.912611,3.0
R360,6470,link,,LRP105,24.12986,90.913028,374.0
R360,6471,bridge,C,LRP105a,24.126527,90.913528,3.0
R360,6472,link,,LRP106,24.121166,90.914778,566.0
R360,6473,link,,LRP106a,24.1165,90.916777,33.0
R360,6474,link,,LRP106b,24.116306,90.916999,438.0
R360,6475,link,,LRP107,24.113,90.919277,352.0
R360,6476,bridge,A,LRP107a,24.110389,90.921222,3.5
R360,6477,bridge,B,LRP107b,24.107139,90.923833,4.45
R360,6478,link,,LRP108,24.105799,90.924957,156.0
R360,6479,bridge,B,LRP108a,24.104722,90.92586,3.0
R360,6480,link,,LRP109,24.098666,90.930805,40.0
R360,6481,bridge,D,LRP109a,24.098333,90.930916,25.6
R360,6482,link,,LRP109b,24.098139,90.931055,638.0
R360,6483,bridge,B,LRP109c,24.09375,90.935083,12.5
R360,6484,link,,LRP109d,24.093666,90.935166,300.0
R360,6485,link,,LRP110,24.091833,90.93725,324.0
R360,6486,bridge,B,LRP110a,24.090139,90.93975,2.8
R360,6487,link,,LRP111,24.086666,90.945277,719.0
R360,6488,bridge,B,LRP111a,24.082638,90.950667,32.2
R360,6489,link,,LRP111b,24.082444,90.950972,287.0
R360,6490,link,,LRP112,24.081083,90.953194,808.0
R360,6491,bridge,B,LRP112a,24.076583,90.959556,3.0
R360,6492,link,,LRP113,24.075499,90.961056,118.0
R360,6493,link,,LRP113a,24.074833,90.961889,708.0
R360,6494,bridge,D,LRP113b,24.071212,90.967612,3.05
R360,6495,link,,LRP113c,24.070722,90.968388,90.0
R360,6496,link,,LRP114,24.070249,90.96911,637.0
R360,6497,bridge,B,LRP114a,24.067138,90.974388,2.9
R360,6498,link,,LRP115,24.065389,90.977388,3.0
R360,6499,bridge,B,LRP115a,24.065389,90.976555,3.5
R360,6500,bridge,B,LRP115b,24.062389,90.979999,3.0
R360,6501,link,,LRP116,24.057028,90.981944,32.0
R360,6502,sink,,LRPE,24.05525,90.983027,
R504,6503,source,,LRPS,23.793139,90.271388,975.0
R504,6504,link,,LRP001,23.792583,90.261972,583.0
R504,6505,link,,LRP001a,23.792277,90.256333,13.0
R504,6506,bridge,B,LRP001b,23.792361,90.25625,6.0
R504,6507,link,,LRP002,23.795472,90.255111,415.0
R504,6508,link,,LRP002a,23.798889,90.253694,542.0
R504,6509,link,,LRP003,23.798527,90.248555,277.0
R504,6510,bridge,B,LRP003a,23.798555,90.245972,303.0
R504,6511,link,,LRP003b,23.798777,90.243,417.0
R504,6512,link,,LRP004,23.799083,90.238916,362.0
R504,6513,bridge,C,LRP004b,23.799083,90.235389,4.5
R504,6514,link,,LRP004c,23.799777,90.234166,485.0
R504,6515,link,,LRP005,23.802583,90.230527,477.0
R504,6516,sink,D,LRP005a,23.804528,90.226416,6.2
R802,6517,source,,LRPS,23.739805,90.427583,1000.0
R802,6518,link,,LRP001,23.741889,90.436805,850.0
R802,6519,link,,LRP001a,23.745,90.444305,150.0
R802,6520,link,,LRP002,23.746139,90.444972,1000.0
R802,6521,link,,LRP003,23.752472,90.451667,240.0
R802,6522,bridge,A,LRP003a,23.753861,90.4535,4.6
R802,6523,link,,LRP004,23.758,90.4595,165.0
R802,6524,link,,LRP004a,23.758722,90.460722,158.0
R802,6525,link,,LRP004b,23.759917,90.462361,3177.0
R802,6526,sink,,LRPE,23.760111,90.463472,
R810,6527,source,,LRPS,23.690222,90.431055,1000.0
